PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,IsAlone,AgeGroup,FareGroup
717,1,3,"Passenger, Person 717",female,7.170497892767067,0,0,340717,23.102472860749856,,C,1,1,Child,Medium-High
718,0,3,"Passenger, Person 718",male,,0,0,340718,9.043744779636496,,S,1,1,,Medium-Low
719,0,1,"Passenger, Person 719",male,35.15793812841399,0,0,PC 17719,0.0,,S,1,1,Middle-Aged,Low
720,0,3,"Passenger, Person 720",female,16.620252461816097,1,0,340720,18.31059879840144,,S,2,0,Teens,Medium-Low
721,1,3,"Passenger, Person 721",female,17.08988532151693,3,0,340721,24.698188537148106,F2,S,4,0,Teens,Medium-High
722,0,1,"Passenger, Person 722",male,46.01880437401415,0,0,PC 17722,153.61072985634655,C22 C26,Q,1,1,Middle-Aged,High
723,1,1,"Passenger, Person 723",male,12.453527553423744,3,0,PC 17723,112.69092835735654,C23 C25 C27,S,4,0,Teens,High
724,0,3,"Passenger, Person 724",male,53.51875782221147,0,0,340724,14.75705111369506,,S,1,1,Middle-Aged,Medium-Low
725,1,3,"Passenger, Person 725",female,16.640999347605902,0,0,340725,3.790861890772687,,C,1,1,Teens,Low
726,1,3,"Passenger, Person 726",female,38.95668292132155,0,4,340726,23.197694453783363,,S,5,0,Middle-Aged,Medium-High
727,1,1,"Passenger, Person 727",female,24.935032101639724,0,0,PC 17727,147.32663144149558,F2,S,1,1,Adult,High
728,0,3,"Passenger, Person 728",male,38.446217750693975,0,0,340728,1.161358494792062,,S,1,1,Middle-Aged,Low
729,1,1,"Passenger, Person 729",female,21.81034696934421,0,0,PC 17729,112.57941877202632,,S,1,1,Adult,High
730,1,1,"Passenger, Person 730",male,27.339502861951733,0,1,PC 17730,135.07026229054327,F2,S,2,0,Adult,High
731,1,1,"Passenger, Person 731",male,,0,0,PC 17731,152.95487422188953,,S,1,1,,High
732,0,3,"Passenger, Person 732",male,15.168281891168643,0,0,340732,12.855114189600572,,S,1,1,Teens,Medium-Low
733,0,3,"Passenger, Person 733",female,40.441953008591824,1,0,340733,4.246756684392415,,S,2,0,Middle-Aged,Low
734,0,3,"Passenger, Person 734",male,22.258403286162014,0,0,340734,8.156722021495504,,S,1,1,Adult,Low
735,1,2,"Passenger, Person 735",female,,0,0,340735,7.565751840072501,,S,1,1,,Low
736,0,3,"Passenger, Person 736",male,,0,1,340736,13.118332683735195,,S,2,0,,Medium-Low
737,0,2,"Passenger, Person 737",male,,0,1,340737,255.10114250861548,,Q,2,0,,High
738,0,3,"Passenger, Person 738",male,26.930097442297548,1,0,340738,37.27540062845578,,S,2,0,Adult,High
739,0,2,"Passenger, Person 739",male,64.68292361338727,0,0,340739,32.290802851695716,E101,S,1,1,Senior,Medium-High
740,1,2,"Passenger, Person 740",female,41.07676217452134,0,2,340740,33.26412486955826,A10,S,3,0,Middle-Aged,Medium-High
741,0,3,"Passenger, Person 741",male,,1,0,340741,18.864877399105016,,C,2,0,,Medium-Low
742,1,2,"Passenger, Person 742",female,25.888082976480117,0,1,340742,15.884870593309266,,,2,0,Adult,Medium-Low
743,1,3,"Passenger, Person 743",female,30.02575544577467,0,0,340743,10.650710453001189,,S,1,1,Adult,Medium-Low
744,1,3,"Passenger, Person 744",female,37.63322717004054,0,2,340744,11.65743770201717,,S,3,0,Middle-Aged,Medium-Low
745,0,1,"Passenger, Person 745",male,12.57821417802175,1,0,PC 17745,98.83219527068847,,S,2,0,Teens,High
746,1,3,"Passenger, Person 746",male,45.857664572698646,0,2,340746,17.960867912457932,,S,3,0,Middle-Aged,Medium-Low
747,0,2,"Passenger, Person 747",male,40.07302907389804,0,0,340747,20.669212159846783,,S,1,1,Middle-Aged,Medium-High
748,1,3,"Passenger, Person 748",female,40.11369302276505,0,0,340748,10.483416749225537,C22 C26,C,1,1,Middle-Aged,Medium-Low
749,1,3,"Passenger, Person 749",female,36.05789821274104,0,2,340749,7.1447280646321705,,S,3,0,Middle-Aged,Low
750,1,3,"Passenger, Person 750",male,29.98444153656285,0,0,340750,0.0,,S,1,1,Adult,Low
751,1,1,"Passenger, Person 751",female,39.456487921518885,0,0,PC 17751,184.2535748736388,,S,1,1,Middle-Aged,High
752,0,3,"Passenger, Person 752",male,,0,0,340752,37.94082525091955,B96 B98,S,1,1,,High
753,1,3,"Passenger, Person 753",male,24.566409691355155,2,1,340753,26.87270459021076,,C,4,0,Adult,Medium-High
754,1,2,"Passenger, Person 754",male,21.382774292994934,1,2,340754,4.2921468629002995,C22 C26,C,4,0,Adult,Low
755,1,1,"Passenger, Person 755",female,31.176916281298805,0,0,PC 17755,145.53729243198956,,S,1,1,Adult,High
756,0,3,"Passenger, Person 756",male,,1,1,340756,24.94153931782898,,S,3,0,,Medium-High
757,1,3,"Passenger, Person 757",female,,0,0,340757,9.24218531516506,,S,1,1,,Medium-Low
758,0,3,"Passenger, Person 758",female,,0,0,340758,19.05819963602932,,C,1,1,,Medium-High
759,1,3,"Passenger, Person 759",female,32.08903219792949,0,0,340759,8.660666642251185,C23 C25 C27,S,1,1,Adult,Medium-Low
760,1,3,"Passenger, Person 760",male,,1,0,340760,30.49821894295114,,S,2,0,,Medium-High
761,0,1,"Passenger, Person 761",male,,1,0,PC 17761,112.6489319327945,,C,2,0,,High
762,0,2,"Passenger, Person 762",male,33.23732136967325,0,4,340762,8.73697861217637,,S,5,0,Adult,Medium-Low
763,0,2,"Passenger, Person 763",male,26.463567307795326,3,0,340763,29.3675052741214,C23 C25 C27,C,4,0,Adult,Medium-High
764,0,3,"Passenger, Person 764",male,51.30301985973019,0,0,340764,25.32658740839272,,S,1,1,Middle-Aged,Medium-High
765,1,1,"Passenger, Person 765",female,,1,3,PC 17765,99.60426878859828,,Q,5,0,,High
766,0,3,"Passenger, Person 766",male,17.686793140686433,4,0,340766,18.95385860917595,B96 B98,S,5,0,Teens,Medium-High
767,0,3,"Passenger, Person 767",male,28.202805977838818,0,1,340767,12.912712278483223,E101,S,2,0,Adult,Medium-Low
768,0,3,"Passenger, Person 768",male,,1,0,340768,1.20291501539143,C22 C26,S,2,0,,Low
769,0,2,"Passenger, Person 769",male,27.150111135734967,0,1,340769,18.6874611405334,E101,C,2,0,Adult,Medium-Low
770,0,3,"Passenger, Person 770",male,53.79131740305626,0,0,340770,19.433435962599138,,S,1,1,Middle-Aged,Medium-High
771,0,1,"Passenger, Person 771",male,30.00285408029145,0,2,PC 17771,74.16390429730745,,S,3,0,Adult,High
772,1,3,"Passenger, Person 772",female,,0,0,340772,22.4884196941355,,S,1,1,,Medium-High
773,1,1,"Passenger, Person 773",male,11.427610904997586,2,0,PC 17773,53.55983822658844,C22 C26,S,3,0,Child,High
774,0,2,"Passenger, Person 774",female,,0,0,340774,16.414319243139246,,S,1,1,,Medium-Low
775,1,3,"Passenger, Person 775",female,,0,0,340775,22.82231997793295,,C,1,1,,Medium-High
776,0,1,"Passenger, Person 776",male,25.093131097034604,1,0,PC 17776,101.45449631063752,F2,S,2,0,Adult,High
777,1,1,"Passenger, Person 777",female,48.283835027554645,3,0,PC 17777,52.035716669863845,C23 C25 C27,S,4,0,Middle-Aged,High
778,0,3,"Passenger, Person 778",male,37.786520380514304,0,0,340778,25.05185913609487,,S,1,1,Middle-Aged,Medium-High
779,1,3,"Passenger, Person 779",female,13.583859624413035,5,0,340779,6.103907102544193,,S,6,0,Teens,Low
780,1,3,"Passenger, Person 780",male,33.27431928726407,0,0,340780,5.683561450809163,,S,1,1,Adult,Low
781,0,3,"Passenger, Person 781",female,36.92421535320339,1,0,340781,0.0,D,S,2,0,Middle-Aged,Low
782,1,3,"Passenger, Person 782",female,46.23216105855836,0,0,340782,7.58634596564808,,S,1,1,Middle-Aged,Low
783,1,2,"Passenger, Person 783",female,52.617839955241415,0,0,340783,37.67331682598967,,S,1,1,Middle-Aged,High
784,0,2,"Passenger, Person 784",female,14.981134218495905,0,0,340784,0.0,,Q,1,1,Teens,Low
785,0,1,"Passenger, Person 785",male,17.942566087450096,0,0,PC 17785,9.900229062121046,,S,1,1,Teens,Medium-Low
786,0,3,"Passenger, Person 786",male,11.465121045738064,0,0,340786,18.509754114791868,,S,1,1,Child,Medium-Low
787,0,3,"Passenger, Person 787",male,26.30671204294877,0,0,340787,0.0,,C,1,1,Adult,Low
788,0,2,"Passenger, Person 788",male,,0,1,340788,14.02091802437306,,C,2,0,,Medium-Low
789,0,3,"Passenger, Person 789",female,44.016350490541974,1,0,340789,26.229495371718208,,S,2,0,Middle-Aged,Medium-High
790,0,3,"Passenger, Person 790",male,28.59871015718342,0,0,340790,36.15328382033888,,S,1,1,Adult,High
791,1,1,"Passenger, Person 791",female,25.06221091280476,0,0,PC 17791,106.78923212202854,,C,1,1,Adult,High
792,0,3,"Passenger, Person 792",male,,0,0,340792,3.4888627993477117,,S,1,1,,Low
793,0,3,"Passenger, Person 793",female,17.590427926364665,0,0,340793,3.118583874868892,,S,1,1,Teens,Low
794,0,3,"Passenger, Person 794",male,,1,0,340794,15.273987662639946,D,S,2,0,,Medium-Low
795,1,1,"Passenger, Person 795",female,6.388915106788148,1,0,PC 17795,106.06513905087776,,S,2,0,Child,High
796,1,3,"Passenger, Person 796",female,32.378738393988,0,0,340796,34.11721636064074,C23 C25 C27,S,1,1,Adult,Medium-High
797,0,3,"Passenger, Person 797",male,,0,0,340797,24.35885337790923,,C,1,1,,Medium-High
798,0,3,"Passenger, Person 798",male,29.798597746119967,1,0,340798,14.605171366773396,,S,2,0,Adult,Medium-Low
799,1,3,"Passenger, Person 799",female,26.94443399247833,0,0,340799,9.992720214146392,C23 C25 C27,S,1,1,Adult,Medium-Low
800,0,3,"Passenger, Person 800",male,24.517041369248805,1,0,340800,46.84182880232431,A10,S,2,0,Adult,High
801,0,3,"Passenger, Person 801",male,27.084320614445087,0,3,340801,20.57254279995485,,S,4,0,Adult,Medium-High
802,1,1,"Passenger, Person 802",male,49.606302882809686,1,0,PC 17802,31.987366340951493,B96 B98,C,2,0,Middle-Aged,Medium-High
803,0,3,"Passenger, Person 803",male,0.42,0,0,340803,11.209147840493744,,S,1,1,Child,Medium-Low
804,0,3,"Passenger, Person 804",male,51.93478866879672,0,2,340804,4.027997859965898,C23 C25 C27,Q,3,0,Middle-Aged,Low
805,0,2,"Passenger, Person 805",male,9.052621289472896,3,0,340805,0.0,,S,4,0,Child,Low
806,0,3,"Passenger, Person 806",male,,0,0,340806,17.119160903280548,,S,1,1,,Medium-Low
807,0,3,"Passenger, Person 807",male,23.4759559056694,0,1,340807,33.286996382130454,E101,C,2,0,Adult,Medium-High
808,0,3,"Passenger, Person 808",female,38.23402241167543,0,1,340808,0.0,,S,2,0,Middle-Aged,Low
809,0,3,"Passenger, Person 809",male,,0,0,340809,14.287888554669196,D,S,1,1,,Medium-Low
810,1,1,"Passenger, Person 810",female,36.40150365818817,0,0,PC 17810,29.011427227267433,,S,1,1,Middle-Aged,Medium-High
811,0,3,"Passenger, Person 811",male,59.05248953765936,0,0,340811,19.41652778126838,C23 C25 C27,S,1,1,Middle-Aged,Medium-High
812,0,3,"Passenger, Person 812",male,,0,2,340812,11.784368276029774,B96 B98,C,3,0,,Medium-Low
813,0,1,"Passenger, Person 813",male,32.45073943035074,0,0,PC 17813,0.0,,Q,1,1,Adult,Low
814,0,3,"Passenger, Person 814",male,20.10125842194917,1,0,340814,2.887859146552908,,S,2,0,Adult,Low
815,0,3,"Passenger, Person 815",male,35.87536448979902,0,1,340815,4.5466941481737155,,S,2,0,Middle-Aged,Low
816,1,3,"Passenger, Person 816",male,,0,0,340816,28.467500287859284,,S,1,1,,Medium-High
817,0,3,"Passenger, Person 817",male,20.39843981885751,0,0,340817,27.90585204623166,,S,1,1,Adult,Medium-High
818,0,2,"Passenger, Person 818",male,36.77414813063057,0,0,340818,16.61247746753493,,C,1,1,Middle-Aged,Medium-Low
819,1,1,"Passenger, Person 819",female,55.86304759190777,0,0,PC 17819,179.91866780920503,,C,1,1,Middle-Aged,High
820,0,2,"Passenger, Person 820",male,26.93189501995417,0,1,340820,253.51756793973533,,S,2,0,Adult,High
821,0,3,"Passenger, Person 821",male,40.13649016114864,0,0,340821,10.086709657047942,,S,1,1,Middle-Aged,Medium-Low
822,1,1,"Passenger, Person 822",female,10.947542110868126,0,1,PC 17822,88.60519156299165,,S,2,0,Child,High
823,0,2,"Passenger, Person 823",male,15.831672536138871,0,0,340823,24.362728622107273,,S,1,1,Teens,Medium-High
824,1,2,"Passenger, Person 824",male,36.549891029265474,0,0,340824,13.439217692754982,,C,1,1,Middle-Aged,Medium-Low
825,0,3,"Passenger, Person 825",female,,0,3,340825,13.920523164004448,E101,S,4,0,,Medium-Low
826,1,3,"Passenger, Person 826",male,34.85639355739207,0,0,340826,22.34054756211176,,C,1,1,Adult,Medium-High
827,0,2,"Passenger, Person 827",female,,0,0,340827,22.34401530967861,,S,1,1,,Medium-High
828,1,2,"Passenger, Person 828",female,,0,0,340828,21.21617772761616,,C,1,1,,Medium-High
829,1,3,"Passenger, Person 829",male,,1,1,340829,19.115982357088743,,S,3,0,,Medium-High
830,1,3,"Passenger, Person 830",male,,0,0,340830,21.013766669444703,B96 B98,S,1,1,,Medium-High
831,0,1,"Passenger, Person 831",male,42.49382940368943,0,0,PC 17831,79.26596614819205,,S,1,1,Middle-Aged,High
832,0,3,"Passenger, Person 832",male,23.144690173920335,0,0,340832,8.464008372140363,F2,C,1,1,Adult,Low
833,0,1,"Passenger, Person 833",male,22.884388857487227,0,0,PC 17833,98.90785767099035,,S,1,1,Adult,High
834,1,1,"Passenger, Person 834",female,33.5552343299547,0,1,PC 17834,0.0,,S,2,0,Adult,Low
835,0,3,"Passenger, Person 835",male,23.367563827411363,0,0,340835,11.366458049457597,E101,S,1,1,Adult,Medium-Low
836,1,2,"Passenger, Person 836",male,,1,0,340836,0.0,,S,2,0,,Low
837,0,3,"Passenger, Person 837",female,60.14596594291447,0,0,340837,0.0,,S,1,1,Senior,Low
838,1,2,"Passenger, Person 838",female,,3,0,340838,0.0,,Q,4,0,,Low
839,0,3,"Passenger, Person 839",male,24.504067795692276,0,2,340839,25.20086916698356,,S,3,0,Adult,Medium-High
840,1,3,"Passenger, Person 840",male,20.31064381829019,0,0,340840,13.833799975662574,,S,1,1,Adult,Medium-Low
841,1,1,"Passenger, Person 841",male,,0,4,PC 17841,0.0,,S,5,0,,Low
842,0,3,"Passenger, Person 842",male,27.072249488337505,0,0,340842,19.08172647789892,,S,1,1,Adult,Medium-High
843,1,1,"Passenger, Person 843",male,20.28409094433932,0,0,PC 17843,161.26504939058844,,S,1,1,Adult,High
844,1,3,"Passenger, Person 844",male,48.85890846795868,0,2,340844,19.27334111762111,,S,3,0,Middle-Aged,Medium-High
845,0,1,"Passenger, Person 845",female,50.28424356544774,0,0,PC 17845,69.43060997757829,,S,1,1,Middle-Aged,High
846,0,2,"Passenger, Person 846",male,20.993858296788776,3,0,340846,23.682326039451773,,S,4,0,Adult,Medium-High
847,0,1,"Passenger, Person 847",male,2.635170705271064,1,4,PC 17847,154.46672958513312,,C,6,0,Child,High
848,1,3,"Passenger, Person 848",male,44.30894850263537,0,0,340848,8.518295785710785,,S,1,1,Middle-Aged,Low
849,0,3,"Passenger, Person 849",male,19.772867526479946,0,0,340849,14.00853615583608,,Q,1,1,Adult,Medium-Low
850,1,3,"Passenger, Person 850",female,,0,0,340850,10.850876509329256,,S,1,1,,Medium-Low
851,1,1,"Passenger, Person 851",female,1.133494643178381,0,0,PC 17851,0.0,C22 C26,S,1,1,Child,Low
852,1,3,"Passenger, Person 852",female,,0,0,340852,23.76224998708732,,S,1,1,,Medium-High
853,0,1,"Passenger, Person 853",male,12.138007025428672,0,0,PC 17853,244.61720546953276,C23 C25 C27,S,1,1,Teens,High
854,0,3,"Passenger, Person 854",male,40.296079726464605,0,0,340854,4.06825916634691,,Q,1,1,Middle-Aged,Low
855,1,1,"Passenger, Person 855",male,29.906959483628295,0,1,PC 17855,386.8636829894727,,C,2,0,Adult,High
856,0,1,"Passenger, Person 856",male,15.867878418748647,5,0,PC 17856,18.47448517859515,,S,6,0,Teens,Medium-Low
857,1,1,"Passenger, Person 857",male,23.79797346256168,1,0,PC 17857,94.50744957601106,,S,2,0,Adult,High
858,0,3,"Passenger, Person 858",female,39.65161762587216,3,0,340858,30.26813501168754,C23 C25 C27,S,4,0,Middle-Aged,Medium-High
859,0,3,"Passenger, Person 859",male,31.235469570170896,0,0,340859,7.955171160686779,,S,1,1,Adult,Low
860,1,1,"Passenger, Person 860",male,38.17398821685102,0,0,PC 17860,83.00445967743387,,S,1,1,Middle-Aged,High
861,0,3,"Passenger, Person 861",male,58.35838847547454,0,1,340861,0.0,C22 C26,C,2,0,Middle-Aged,Low
862,0,3,"Passenger, Person 862",male,7.0184966301897544,0,0,340862,6.373752216591453,,Q,1,1,Child,Low
863,0,3,"Passenger, Person 863",male,53.14958233704505,0,1,340863,0.0,,Q,2,0,Middle-Aged,Low
864,1,2,"Passenger, Person 864",female,31.213161094086587,0,2,340864,26.239315558374983,,C,3,0,Adult,Medium-High
865,1,2,"Passenger, Person 865",female,16.66763129931464,0,0,340865,31.471288266370504,D,S,1,1,Teens,Medium-High
866,1,3,"Passenger, Person 866",female,10.410452426784648,0,0,340866,11.24201624772115,,S,1,1,Child,Medium-Low
867,1,1,"Passenger, Person 867",male,26.957754333733018,0,0,PC 17867,106.4491834460298,,S,1,1,Adult,High
868,0,1,"Passenger, Person 868",male,43.06392662290466,0,0,PC 17868,58.743024490465125,,S,1,1,Middle-Aged,High
869,0,3,"Passenger, Person 869",male,27.850537754525753,0,1,340869,21.8259990246188,D,S,2,0,Adult,Medium-High
870,0,3,"Passenger, Person 870",male,51.61174648858654,0,2,340870,15.104081286377188,C23 C25 C27,C,3,0,Middle-Aged,Medium-Low
871,0,2,"Passenger, Person 871",female,8.657952494252395,0,0,340871,0.0,,C,1,1,Child,Low
872,0,2,"Passenger, Person 872",male,,0,0,340872,32.87975063520666,,Q,1,1,,Medium-High
873,0,3,"Passenger, Person 873",male,11.540295056009771,3,2,340873,9.39502925958531,,C,6,0,Child,Medium-Low
874,0,2,"Passenger, Person 874",male,,0,2,340874,4.145066874290743,E101,Q,3,0,,Low
875,0,1,"Passenger, Person 875",male,42.55986715641085,1,0,PC 17875,49.91315015716778,,S,2,0,Middle-Aged,High
876,1,1,"Passenger, Person 876",female,23.598953991624725,0,0,PC 17876,0.0,,C,1,1,Adult,Low
877,0,3,"Passenger, Person 877",male,,0,0,340877,0.0,,S,1,1,,Low
878,0,3,"Passenger, Person 878",male,32.58474812854917,0,2,340878,15.252445711269278,,S,3,0,Adult,Medium-Low
879,0,1,"Passenger, Person 879",male,36.03270900013588,0,0,PC 17879,101.8335115345642,,Q,1,1,Middle-Aged,High
880,1,1,"Passenger, Person 880",male,,0,0,PC 17880,108.05222907190311,C23 C25 C27,C,1,1,,High
881,1,1,"Passenger, Person 881",female,47.61884178142123,1,0,PC 17881,84.40036968555282,,S,2,0,Middle-Aged,High
882,0,3,"Passenger, Person 882",female,14.16972164508879,0,0,340882,6.05848364180787,,S,1,1,Teens,Low
883,1,1,"Passenger, Person 883",female,,0,0,PC 17883,79.90218712207592,,S,1,1,,High
884,1,1,"Passenger, Person 884",female,46.99135893093064,0,6,PC 17884,50.04781913806495,C23 C25 C27,S,7,0,Middle-Aged,High
885,0,3,"Passenger, Person 885",male,3.910480031905505,2,0,340885,0.0,,Q,3,0,Child,Low
886,1,1,"Passenger, Person 886",female,34.33495147582517,0,0,PC 17886,23.901630701174135,,S,1,1,Adult,Medium-High
887,0,3,"Passenger, Person 887",male,22.38939245038876,0,0,340887,23.46495354285927,,S,1,1,Adult,Medium-High
888,1,1,"Passenger, Person 888",male,28.517921240026133,0,0,PC 17888,208.03694386028565,,S,1,1,Adult,High
889,1,1,"Passenger, Person 889",female,34.74130901130587,1,0,PC 17889,134.9494534412577,,S,2,0,Adult,High
890,1,2,"Passenger, Person 890",male,22.63518582035349,8,0,340890,40.72807089290138,,S,9,0,Adult,High
891,1,3,"Passenger, Person 891",female,19.90223285215663,0,0,340891,14.61927471148454,C23 C25 C27,Q,1,1,Adult,Medium-Low
